review_text,rating,word_count,is_fake,is_duplicate,emojis,sentiment,scores,compound,label,review_len
Defective Product,1.0,2,0,1,,Negative,"{'neg': 0.744, 'neu': 0.256, 'pos': 0.0, 'compound': -0.4404}",-0.4404,0,2
Very Very Good Product,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.464, 'pos': 0.536, 'compound': 0.5379}",0.5379,2,4
Good product...,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
Bajaj 1701MT 17 L Solo Microwave Oven,3.0,7,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,7
Bajaj solo microwave is a great product,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}",0.6249,2,7
good choice for singles,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,2,4
Not for kids below 12 years,1.0,6,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,6
Very poor,1.0,2,0,1,,Negative,"{'neg': 0.772, 'neu': 0.228, 'pos': 0.0, 'compound': -0.5256}",-0.5256,0,2
Very bad,1.0,2,0,1,,Negative,"{'neg': 0.791, 'neu': 0.209, 'pos': 0.0, 'compound': -0.5849}",-0.5849,0,2
Juicer Jar is of no Use,3.0,6,0,1,,Negative,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,0,6
Met some expectations,4.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3
It is very Good Product,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4927}",0.4927,2,5
Sturdy Table,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
Economical but poor quality,2.0,4,0,1,,Negative,"{'neg': 0.58, 'neu': 0.42, 'pos': 0.0, 'compound': -0.631}",-0.631,0,4
Terrible experience! The item was defective and the customer service was unhelpful. 😡👎,1.0,13,0,0,😡👎,Negative,"{'neg': 0.364, 'neu': 0.636, 'pos': 0.0, 'compound': -0.7424}",-0.7424,0,13
Wonderful product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,2,2
Just go for it!,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4
A nice Product,4.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,2,3
Mind-blowing purchase,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
SASTA ROYE EK BAR,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4
Pretty Good Quality.,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.141, 'pos': 0.859, 'compound': 0.7269}",0.7269,2,3
Above-average product,3.0,2,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,2
Good for hard ground,5.0,4,0,1,,Positive,"{'neg': 0.222, 'neu': 0.317, 'pos': 0.46, 'compound': 0.3612}",0.3612,2,4
Good Juicer,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
UNSATISFACTORY,1.0,1,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,1
Good clock.,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
Superb!!!,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7163}",0.7163,2,1
HP combo Pack 678 Inkjet cartridge,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,6
Sexy design,3.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.227, 'pos': 0.773, 'compound': 0.5267}",0.5267,2,2
Superb quality,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2
Not as soft as it appears,3.0,6,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,6
"It is okay, nothing special 😐",3.0,6,0,0,😐,Negative,"{'neg': 0.315, 'neu': 0.419, 'pos': 0.265, 'compound': -0.092}",-0.092,0,6
Good Performance.,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
avg quality,2.0,2,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,2
Microtek UPS SW EB1100 Pure Sine Wave Inverter Pure Sine Wav,5.0,11,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,11
"Like an assembled, one can get for 4.5K Cheap Quality",1.0,10,0,1,,Negative,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.3612,0,10
Great!..Must buy!,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
Super product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.204, 'pos': 0.796, 'compound': 0.5994}",0.5994,2,2
wrost product,1.0,2,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,2
Nice and sturdy,4.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215}",0.4215,2,3
Excellent,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,2,1
No Technical person provided,5.0,4,0,1,,Positive,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.296}",-0.296,2,4
BEST MECHANICAL KEYBOARD UNDER 2000,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.7125}",0.7125,2,5
Awesome deal,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2
after using for 3 weeks,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,5
Lenovo is the best,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,2,4
Good Product but charges for installation and Pipes,3.0,8,0,1,,Negative,"{'neg': 0.25, 'neu': 0.566, 'pos': 0.184, 'compound': -0.1779}",-0.1779,0,8
Careful to opt exchange,4.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.1531}",0.1531,2,4
Full disappointed ÃÂ°ÃÂÃÂÃÂ¡,1.0,3,0,0,,Negative,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.4767}",-0.4767,0,3
Just wow! most deserved smart speaker,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.361, 'pos': 0.639, 'compound': 0.7947}",0.7947,2,6
Quality product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
Cannon PG47,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
very Nice,3.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.4754}",0.4754,2,2
फोटोमध्ये दिसतं तसं नाहीये.,2.0,4,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,4
Excellent product at this price.,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}",0.5719,2,5
AWESOMEÃ¢ÂÂºÃ¢ÂÂº.VALUE FOR MONEY...DOUBLE THUMBS UP FOR THAT,4.0,7,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7
Great Product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2
Execllent,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,1
"product quality accha hai, paisa vasool! 😍",5.0,7,0,0,😍,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7
Utterly Disappointed,1.0,2,0,1,,Negative,"{'neg': 0.772, 'neu': 0.228, 'pos': 0.0, 'compound': -0.5256}",-0.5256,0,2
"Worth every penny, with next day delivery as promised",5.0,9,0,1,,Positive,"{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.5267}",0.5267,2,9
"Broken item received, very disappointed 😫💢",1.0,6,0,0,😫💢,Negative,"{'neg': 0.619, 'neu': 0.381, 'pos': 0.0, 'compound': -0.7574}",-0.7574,0,6
worst product,1.0,2,0,1,,Negative,"{'neg': 0.804, 'neu': 0.196, 'pos': 0.0, 'compound': -0.6249}",-0.6249,0,2
Amazing,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}",0.5859,2,1
Product ekdam bhari aahe 😍 loved it!,5.0,7,0,0,😍,Positive,"{'neg': 0.0, 'neu': 0.544, 'pos': 0.456, 'compound': 0.636}",0.636,2,7
One of the Best in the market!,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.572, 'pos': 0.428, 'compound': 0.6696}",0.6696,2,7
It cost me 15k to get my data recovered! Don't buy this!,1.0,12,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,12
Best and Elegant for tabletop.,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.291, 'pos': 0.709, 'compound': 0.8074}",0.8074,2,5
Stops working after return period,1.0,5,0,1,,Negative,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.1531}",-0.1531,0,5
I should have bought it earlier....,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,6
Box,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,1
Its wonderful BUT,4.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.46, 'pos': 0.54, 'compound': 0.3291}",0.3291,2,3
BAD! Too Noisy,1.0,3,0,1,,Negative,"{'neg': 0.862, 'neu': 0.138, 'pos': 0.0, 'compound': -0.7371}",-0.7371,0,3
Great for the price,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",0.6249,2,4
Fine,4.0,1,0,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2023}",0.2023,2,1
"Product rating,",3.0,2,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,2
"पैकिंग बहुत अच्छी थी, सुरक्षित मिला।",5.0,6,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,6
Good Product at this price point !,3.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4926}",0.4926,2,7
VERY GOOD PRODUCT,5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",0.4927,2,3
Value for the money,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.34}",0.34,2,4
sahi hai...,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
"Good product, but doesn't work out of box if your main router is TP-LINK",5.0,14,0,1,,Positive,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.2382}",0.2382,2,14
सॉफ्टवेयर अपडेट के बाद स्लो हो गया।,2.0,7,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,7
Must buy!Go for it..,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4
Just okay Yes,3.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.179, 'pos': 0.821, 'compound': 0.5574}",0.5574,2,3
Good with not so great service.,3.0,6,0,1,,Negative,"{'neg': 0.375, 'neu': 0.362, 'pos': 0.263, 'compound': -0.3046}",-0.3046,0,6
nice product and perfect product,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.316, 'pos': 0.684, 'compound': 0.7579}",0.7579,2,5
GOOD QUALITY WATER FILTER,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,2,4
the best laptop you could get for 63k.....just go for it,5.0,11,0,1,,Positive,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}",0.6369,2,11
IFB Doesn't need any quality clarification,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,6
Worst steamer,1.0,2,0,1,,Negative,"{'neg': 0.804, 'neu': 0.196, 'pos': 0.0, 'compound': -0.6249}",-0.6249,0,2
Don't waste money,1.0,3,0,1,,Negative,"{'neg': 0.0, 'neu': 0.462, 'pos': 0.538, 'compound': 0.3252}",0.3252,0,3
Great product and giving consistent 300Mbps using Jio Fiber,5.0,9,0,1,,Positive,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.7579}",0.7579,2,9
Amazing Dishwasher!!,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.186, 'pos': 0.814, 'compound': 0.658}",0.658,2,2
Great product but no Demo organized...,4.0,6,0,1,,Positive,"{'neg': 0.299, 'neu': 0.428, 'pos': 0.273, 'compound': -0.0644}",-0.0644,2,6
"खूप दिवसांपासून हवं होतं, मिळालं!",5.0,5,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,5
Nice Product,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,2,2
NICE PRODUCT AT A SUPERB PRICE,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.7845}",0.7845,2,6
Good choice for a busy household,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,2,6
स्क्रॅचेस होते प्रॉडक्ट वर.,2.0,4,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,4
Bajaj FX 11 Food Processor,4.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,5
Best in the market! Go for it.,5.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.572, 'pos': 0.428, 'compound': 0.6696}",0.6696,2,7
Stopped working in 20 days,1.0,5,0,1,,Negative,"{'neg': 0.322, 'neu': 0.678, 'pos': 0.0, 'compound': -0.2263}",-0.2263,0,5
Excellent product! The quality is top-notch and the delivery was fast. 😍👍🚚,5.0,12,0,0,😍👍🚚,Positive,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.6114}",0.6114,2,12
VERY GOOD PRODUCT (Price increased now),5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.372, 'pos': 0.628, 'compound': 0.7756}",0.7756,2,6
वॉरंटी कार्ड मिळालं नाही.,2.0,4,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,4
Horrible,1.0,1,0,1,,Negative,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5423}",-0.5423,0,1
Superb Product by Bajaj & Superb Delivery by Flipkart :) :),5.0,11,0,1,,Positive,"{'neg': 0.0, 'neu': 0.297, 'pos': 0.703, 'compound': 0.9349}",0.9349,2,11
Bad product,1.0,2,0,1,,Negative,"{'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}",-0.5423,0,2
product quality issues,1.0,3,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,3
Does the job,3.0,3,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,3
"Worst, pure chinese product, Never waste your hard earned Rs",1.0,10,0,1,,Negative,"{'neg': 0.278, 'neu': 0.475, 'pos': 0.246, 'compound': -0.3553}",-0.3553,0,10
"Descent Product. Quite good, not the best.",4.0,7,0,1,,Positive,"{'neg': 0.291, 'neu': 0.432, 'pos': 0.276, 'compound': -0.0451}",-0.0451,2,7
Best option on this price,4.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,2,5
One of the best Kitchen Appliance,4.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.6369,2,6
Awesome product but no free installation,5.0,6,0,1,,Positive,"{'neg': 0.219, 'neu': 0.234, 'pos': 0.547, 'compound': 0.6369}",0.6369,2,6
Simply awesome Excellent. Go for it.,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.8316}",0.8316,2,6
"Awesomenice  prodect ,,",5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,3
CHEAPER ONLY BECAUSE OF COST CUTTING,1.0,6,0,1,,Negative,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.128}",-0.128,0,6
inalsa is good,2.0,3,0,1,,Negative,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,0,3
"दिखने में सुंदर है, घर वालों को पसंद आया।",5.0,9,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,9
Good TV for price but needs improvement,3.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.457, 'pos': 0.543, 'compound': 0.714}",0.714,2,7
Mid range Beast... Ryzen >>> i5,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,6
"लुक खूप प्रीमियम आहे, आवडलं!",5.0,5,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,5
Awesomevery good,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
review after 1 and half years,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,6
Its a great buy,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}",0.6249,2,4
Worth Money,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.2263}",0.2263,2,2
IFB MACHINE WORKS WELL WITH FORTUNE DETERGENT +&-,5.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 0.712, 'pos': 0.288, 'compound': 0.4278}",0.4278,2,8
मटेरियल बहुत लो क्वालिटी का है।,1.0,6,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,6
can't grind spices...,2.0,3,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,3
"Was initially skeptical on new brand, worth a shot",4.0,9,0,1,,Positive,"{'neg': 0.225, 'neu': 0.588, 'pos': 0.186, 'compound': -0.1027}",-0.1027,2,9
"GREAT PRODUCT, GREAT SERVICE BY FLIPKART",5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.8481}",0.8481,2,6
Nice Mixer @ Nice Price,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.6808}",0.6808,2,5
Great Inverter,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2
The product is best for cleaning your home,5.0,8,0,1,,Positive,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}",0.6369,2,8
Nice product.,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,2,2
"आवडलं, कलर एकदम जबरदस्त आहे.",5.0,5,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,5
Just wow!,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6239}",0.6239,2,2
good quality for Rs.200.,4.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,2,4
Using this for the last 4 months,4.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7
Impressive!!!!,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,1
AWESOMEÃÂ¢ÃÂÃÂºÃÂ¢ÃÂÃÂº.VALUE FOR MONEY...DOUBLE THUMBS UP FOR THAT,4.0,7,0,0,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,7
Worthless Product,1.0,2,0,1,,Negative,"{'neg': 0.744, 'neu': 0.256, 'pos': 0.0, 'compound': -0.4404}",-0.4404,0,2
Super performance,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.204, 'pos': 0.796, 'compound': 0.5994}",0.5994,2,2
Packaging was terrible and smell is bad 😷,2.0,8,0,0,😷,Negative,"{'neg': 0.569, 'neu': 0.431, 'pos': 0.0, 'compound': -0.765}",-0.765,0,8
A first worst product by FLIPKART,2.0,6,0,1,,Negative,"{'neg': 0.506, 'neu': 0.494, 'pos': 0.0, 'compound': -0.6249}",-0.6249,0,6
Three Stars,3.0,2,0,1,,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1,2
WORST QUALITY - STOPPED WORKING JUST AFTER 25 DAYS,1.0,9,0,1,,Negative,"{'neg': 0.554, 'neu': 0.446, 'pos': 0.0, 'compound': -0.8159}",-0.8159,0,9
Highly recommended,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.2716}",0.2716,2,2
Super awesome,4.0,2,0,1,,Positive,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.8402}",0.8402,2,2
Amazing camera,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.5859}",0.5859,2,2
Best Product & Worth Buying!!,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.23, 'pos': 0.77, 'compound': 0.7707}",0.7707,2,5
Dlink,5.0,1,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,1
good ball,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,2,2
Product is Good but Huge in size,3.0,7,0,1,,Positive,"{'neg': 0.0, 'neu': 0.505, 'pos': 0.495, 'compound': 0.5994}",0.5994,2,7
Did not meet expectation,1.0,4,0,1,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,4
Great Camera and Awesome Pan Feature,5.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.8481}",0.8481,2,6
Worth the money . Desert Cooler live up to the Name .,4.0,12,0,1,,Positive,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.2263}",0.2263,2,12
"डिस्प्ले अच्छा नहीं है, आँखों में चुभता है।",2.0,8,0,0,,Negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0,8
Excellent product from Google!,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.6114}",0.6114,2,4
Nice Flask!!!,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.214, 'pos': 0.786, 'compound': 0.5684}",0.5684,2,2
Awesome...,4.0,1,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,1
Awesome Sound,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,2,2
Food processor means Inalsa,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,4
VFM cartridge,5.0,2,1,1,,Positive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,2,2
"The product is okay, but the delivery was delayed by a few days. 🚚⌛",3.0,14,0,0,🚚⌛,Negative,"{'neg': 0.159, 'neu': 0.743, 'pos': 0.098, 'compound': -0.2263}",-0.2263,0,14
Worst product and service including service staff,1.0,7,0,1,,Negative,"{'neg': 0.406, 'neu': 0.594, 'pos': 0.0, 'compound': -0.6249}",-0.6249,0,7
Great Product :),5.0,3,0,1,,Positive,"{'neg': 0.0, 'neu': 0.123, 'pos': 0.877, 'compound': 0.7964}",0.7964,2,3
Excellent product with great build quality,4.0,6,0,1,,Positive,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.8316}",0.8316,2,6
Excellent product from IFB & timely shipping from Flipkart,5.0,9,0,1,,Positive,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}",0.5719,2,9
Wonderful PAISA WASOOL YAAR,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}",0.5719,2,4
Excellent better than su kam,5.0,5,0,1,,Positive,"{'neg': 0.0, 'neu': 0.312, 'pos': 0.688, 'compound': 0.765}",0.765,2,5
Excellent product from Qubo,5.0,4,0,1,,Positive,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}",0.5719,2,4
